d_movd,3
p_stock,3
d_cxp_pagos,2
d_mov_almacen,2
d_cxc_pagos,2
d_orden_compra_bof,2
users,1
d_movd_almacen,1
d_cxc,1
p_grafica,1
users_clave,1
p_cliente,1
P_MARCA,1
p_stock_almacen,1
p_prodclasifmodif,1
d_orden_compra_detalle_bof,1
p_modificador,1
p_bitacora_registro,1
P_LINEA,1
