mnt,292
reportes,153
producto,60
crm,40
servicios,38
cotizacion,28
compra,27
venta,23
inventario,23
errors,10
cxc,8
cxp,8
delivery,6
linea,5
menu,4
xintra,3
tablero,3
factura,3
main,2
recuperar_contrasenia.php,1
tmp_factura.php,1
token.php,1
recuperar.php,1
principal.php,1
mail,1
permiso_denegado.php,1
menu.php,1
mconfirmacion.php,1
login.php,1
login_.php,1
grupo.php,1
factura.php,1
correo.php,1
baseb.php,1
pltcorreo.php,1
basea.php,1
